idx,item_nm
1162,Фильтр гидравлический Fleetguard
3265,"Винт M20x1,5x240"
1256,Муфта (35х64)мм переход. 2-х раструбная
5302,Винт
6900,Диск бороны гладкий  510х5 мм
4102,Вал
716,Камера 5.00-15
257,Уплотнение вала 75X100X13/14 5
86,Гидроцилиндр редуктора подъемного навесного оборудования Файтер
4377,Подшипник качения 92205 (NUP205m)
2907,Фильтр топливный Fleetguard
587,Гидроцилиндр
3558,Шланг GALAXY 13mm 1метр. GDY 4826 (1/2)(автохолод)
7145,Диск сцепления ведущий Jinma 804
277,Уплотнение гидравлическое
6811,"Нож Зуб Почвофрезы IT225, хвостовик 30*10 с ребром жесткости (Фрезы 1GQN-120/140/160)"
125,Уплотнение
5264,Подшипник GE35ES 35*55*25*20
1832,Фланец
2209,Сочленение рамы (палец 60 мм) 3000GT комплект
4800,Манометр
2511,Кронштейн
3504,Звездочка приводная цепной
1883,"Пружина TBS04 1/4"""
3900,Шпилька 8x35
692,Ролик натяжителя Weichai Deutz TD226/WP6 13031840
474,ZS1100-ZS1115 Шестерня коленвала распределительная Z=18
5494,Ремень генератора SC9D220 8PK1714/8PK1710 D16A-106-02+A/D16A-106-39
525,Пружина
4748,Стекло дверное левое кабинное JM-244 Kmg (Простое)
6076,Болт
3162,Шайба
2278,"Пресс-фитинг с фланцем 50,8 мм"
2608,Болт с гайкой (1 уп = 25 шт.)
3134,Распорная трубка
1741,Кронштейн
5778,ZS1100-ZS1115 Трубка масляного насоса
3526,"Вал подъемный шлицевой Jinma 184, 200, 204, 240,244, 254 (L=380 мм)"
5435,Корпус подшипника
5606,"Стартер 12B 4,2кВт Iskra"
5505,Указатель давления масла (манометр) Jinma JM-240/244
5094,Пресс-фитинг с ушком M10
6910,Компрессор воздушный WEICHAI WD10 612600130496
1138,"Датчик PTC 1,5 (1000Ом при 25 град.С)"
5874,Втулка
3807,"Вал карданный 6*8 шлицов, 720 мм, сечение-квадрат, б/к"
93,Покрышка Шина 4.00-12 (Канавка)
2470,Ремень AV17*1060Li
3754,Звёздочка Z16 1/2-3/16
2175,Кольцо гильзы цилиндров уплотнительное S195
5678,Тяга навески (Кронштейн крепления к Почвофрезе 1GQN-120/140/160) (компл. 4 шт.)
4305,Прокладка ГБЦ S1100 (6 шпилек)
4627,Лезвие отвала 1BS пр. 544мм Lemken
5997,Насос топливный
4005,Шкив коленвала TY290/295
4145,ZS1100 Плунжерная пара топливного насоса
490,"Регулятор давления 5 секций мех., 150 л/м, электроклапаны, расходомер"
5175,Распылитель ID3 120 C (120-04 C)
5619,Лезвие ножа
297,Рычаг подъемный внутренний шпоночный Уралец/Синтай
6084,Маховик S1100 (без венца)
2394,Подшипник
7216,Втулка
1726,Втулка
653,Комплект прокладок двигателя IL316DI Mahindra
5799,"Штуцер прямой с наружной резьбой (G 3/4"" - 16 мм)"
1612,Подшипник
3216,"Кольцо 3 X 144,5 HARDI"
6343,"Фильтр топливный грубой очистки, Отстойник Уралец/Xingtai"
3255,Радиатор в сборе BM58G
4976,Вилка 1.3/8-21spl широкоугольная
6697,Болт М16х40
1710,Корпус выжимного подшипника DongFeng 244
4608,Шайба
2437,Скребки 185x85x65mm
3874,Держатель
6974,Шайба 12.0х18.0х1.5 КАМАЗ пневмосистемы медная 
6065,К.круг.с. 20 x 2 Viton
5451,Шатун в сборе S195/S1100
2407,Фильтр топливный (Отстойник с фильтром CX70100) в сборе Jinma
4136,"Подшипник 6302RS, ролик-натяжителя нового образца"
2886,ZS1115 Плунжерная пара топливного насоса
259,Кольцо уплотнительное
3529,Фильтрующий элемент d38x89 мм (80 меш желтый)
5353,Фреон (хладон) R290 баллон 400гр
6653,Форсунки YN38
1762,Муфта
1249,Вилка 1 3/8&quot;
5134,Болт
6848,Вентиль проколка СТ-340
4237,Крышка масляного насоса KM385ВТ/LL380ВТ
6638,Шайба
1380,Редуктор 5188.11.08.000 
4113,Блок двигателя YCD4G22T-115
1123,Муфта D 76мм 2-раструбная
3844,"Наконечник поворотный резьба внутренняя М16/М12, D-14 мм. правый"
3249,Цилиндр
307,Фильтр масляный Donaldson
4452,"К.круг.с. 33,30 x 2,40 Viton"
3418,Свеча накала 12V-70
4893,"Кран 3-х ходовой (G 1 1/4"", непрерывного потока)"
5996,Накладка ЖСУ 703.01.05.011А
366,Кронштейн крепления почвофрезы (Проушина) 1GQN 220/240
6392,Колпачки маслосъемные (комплект) YC6108G/YC6В125 430-1007016A
4715,Шина
1581,Звездочка 16 зубьев пресс-подборщик YK0850/YK0870 (Диаметр под флянец 75 мм.)
5748,Гайка М6х1.0х3.2 КАМАЗ шестигранная низкая   
1976,ZS1100 Плита крепления электростартера
5142,"Наконечник поворотный резьба наружняя М16/М14, D-17 мм. DongFeng левый"
3655,Шайба
4235,Реле стартера КАМАЗ 5-ти контактное 50/15А 
1171,Фильтр воздушный KW2036 YC6108G/YC6В125 B7617-1109101
3135,ZS1100-ZS1115 Шестерня запускающего вала Z=36
563,"Штуцер прямой с внутренней резьбой (G 2"" - 60 мм)"
837,Палец 20x68
6930,"Лемех 4&quot;, правый"
252,Заглушка медная под гайку 1/2'' SAE
5035,Шатунно-поршневая группа для 4EC...(1шт.) 302297-96 (302272-19)
3801,"Трубка 38/30,2x30 Zn"
6238,Дуга (пластина) пресс-подборщик YK0850/YK0870  (толщина =1 мм)
5722,Рычаг правый
7186,Реле стартера (Регулятор электронный) Уралец (180/200/220)
2318,Вилка 1 / задней передачи Т25 (2017)
1969,Фильтр воздушный элемент бум. 3М78 (Jinma-164)
2623,Пресс-фитинг DN06 M12 DKOL
765,Рычаг подъемный внутренний шлицевой Jinma
7006,Палец
1096,Отвал бульдозерный прямой на заднюю навеску (ширина 2200)
328,Прокладка ГБЦ ZHAZG1
3521,Фильтр
233,Распылитель IDK 120 C (120-04 C)
5818,ZS1115 Гильза цилиндра
5853,"Тройник 1/2"" (12мм)"
6211,Выключатель массы дистанционный  
1181,Подшипник NJ214 (42214)
3054,"Муфта 3/4"" (19мм)"
2489,Карбюратор
4580,Кронштейн
117,Сальник 55х72х12
6398,Фильтр воздушный 1432
4900,Диск тормозной 
5683,Труба K-Flex ST 9х54
5547,Комплект прокладок двигателя KM385/ LL380 (без прокладки ГБЦ)
984,Подшипник
3775,"Диск зубчатый 910х12,00 мм"
1081,Кольцо уплотнительное
5348,Фильтр масляный WB178 / JX0710 (М20х1.5)
3588,Шестерня коническая ведущая (8 зубьев)/ведомая (30 зубьев) переднего моста Foton 244/254
6385,Стопорное кольцо
6178,Шланг
6092,Патрубки радиатора комплект YTO
6701,Муфта D 10мм 2-раструбная
6817,Нож твердосплавной ЖРО грейдерный ДЗ 122 (с победитовой вставкой) 
3708,Ось коромысел в сборе 4DW91-45
6970,"Кольцо уплотнительное 75х1,8"
2901,Отвал бульдозерный гидроповоротный (со сменными ножами) (Универсал 400)
225,"Кольцо уплотнительное 87,5х3,55"
1683,"Вал карданный 8*8 шлицов, 1200 мм, сечение-квадрат, б/к"
3408,Сошник
115,Гайка
5080,Генератор DLH Уралец/Синтай 160
3922,Вал 1210/1745 UKR
4606,Клапан
3511,Подшипник фланцевый 4-гранный в сборе
6965,ZS1100 Вкладыши шатуна
3699,Шланг
3234,Комплект поршневых колец стандарт
2512,ZS1115 Прокладка головки цилиндра
5967,"ZS1115 Направляющие клапанов, 2 шт."
3483,Диск
7130,Катушка
2785,Прокладка крышки головки блока цилиндров (клапанной крышки) TY295IT
1274,Крышка подшипника полуоси
5811,Двигатель 4B2-52M22
6055,Распылитель IDK 120 (120-03)
4096,Корпус подшипника
3252,"Штуцер угловой для барашковой гайки (G 2"" - 40 мм)"
4318,Шланг гидравлический 198 см угловой 24-27 мм
4194,Корпус распылителя на 3 форсунки Tecomec (8244000 D20_F7)
6107,"Прокладка для фитингов с уплотнительными кольцами (G 1 1/2"")"
4812,"Вкладыши коренные TY290/295 - комплект на дизель (ремонт-0,5)"
6299,Цепь
1979,Диск
5827,"Хомут червячный (металлический, винтовой) (16-27)"
3774,Уплотнение
2716,Труба K-Flex ST 13х64
2294,"Ключ с внутренним многогранником 3/4&quot; GRENE, 21 мм"
2194,Распылитель IDKT 120 (120-03)
3660,Кран шаровой 3-ходовой G1 1\2
3532,Патрубок радиатора верхний
4911,Прокладка крышки головки блока цилиндров (клапанной крышки)  TY395
2917,Датчик уровня топлива
602,"К.круг.с. 104,14 x 5,33 Viton"
6165,"Фильтр масляный JX0810BD  резьба М20х1,5"
2790,Втулка
1760,"Вал карданный 6*8 шлицов, 730 мм, сечение-трехлимонник, б/к"
7094,Крыльчатка помпы лодочного мотора (импеллер) MERCURY
1463,"Наконечник поворотный резьба внутренняя М20/М14,  Jinma 354 с ГУР правый"
157,ZS1115 Бак топливный
1379,Тройник переходной 15х12х15
2634,Болт
3911,Секция ножа
952,Форсунка в сборе
6739,Палец
749,Болт
5318,"Уплотнительное кольцо 120,32X2"
5716,Пластина
6440,Нож JF
3991,Уголок 90* D 22мм 2-раструбный
915,Фильтр масляный Fleetguard
4988,Теплообменник SC9D220 D18-002-40
673,Двигатель вентилятора в сборе 4Е-500
7232,"Отвал коммунальный механический (Беларус 1220, 1221)"
1276,Ремень генератора (водяного насоса) 15х900 DongFeng 404 зубчатый
199,Коллектор глушителя TY290/295 4х4
2350,"Реле поворота МАЗ,КАМАЗ  "
5000,Кронштейн
2760,Кожух
994,"Диск R16 Jinma (Садится на 6 болтов, расст. м/у центрами отв.140, диаметр отв.14, ширина 140)"
2909,Пресс-фитинг DN08 M16 DKOL 90°
1319,Втулка зажимная 25x32x14
6682,ZS1115 Коромысла в сборе
6557,Фильтр всасывающий 317 с вилочным соединением (50 меш (синий) с клапаном)
2138,Прокладка
6252,Штуцер
6798,Шайба стальная 3/4&quot;
3228,ТНВД на двигатель YTO
2039,Уголок 90* D 64мм 2-х раструбный
230,Болт 3/8&quot;X4 1/4&quot;-GR 5 Morris
3187,Крышка ступицы
4297,Звездочка Gaspardo
3891,Вкладыш корпуса подшипника
1665,"Фитинг корпуса распылителя (Tecomec) (8294017 1/2""-13)"
2487,"Штуцер 3/8""х5/8"" SAE"
6138,Прокладка O'ring для вилочного соединения (T7 Viton)
6202,Уплотнение
6378,Фильтрующий элемент d78x167 мм (32 меш красный)
365,Стекло боковое левое кабинное DF-244/304/354/404 (Простое)
1593,Вкладыши шатунные для Jinma 164 - комплект на шатун
5922,Пластина
319,"Шестерня цилиндрическая (19 зуб, 8 шлицов) Почвофреза 1GQN 180"
4266,Муфта
3218,Форсунка
5479,Цепи противоскольжения 16/70-20
506,Компрессор воздушный на двигатель YTO
4960,"Вкладыши шатунные J285T FengShou FS - комплект на шатун (0,0)"
5577,Рычаг
3199,"Кольцо уплотнительное 35х3,1"
776,Долото
31,Подшипник
1638,Рукав гидравлический
1945,ZS1100-ZS1115 Прокладка радиатора
7082,Муфта
4772,Ящик для хранения инструментов Jinma 244
1513,Прокладка ГБЦ YC6108G/YC6В125 B3000-1003001B
6681,ZS1100 Коромысла в сборе
142,Воздушный фильтр
7194,Фильтр
5927,Втулка
6033,Распылитель ID3 120 (120-04)
6827,Нож для фрезерной головки
5170,R195 Коромысла в сборе
6369,Крышка бака
5921,Компрессор воздушный SC11D/C6121 C47AB003+B
1965,Шланг заправочный Becool (150 см) F1/4 SAE
2438,Подшипник 30310 (7310Е)
661,"Болт М12х1.25х30 ВАЗ-2108,КАМАЗ,НЕФАЗ многоцелевой  "
6371,Кольцо КАМАЗ стыка газового уплотнительное фторопласт  
4938,Рычаг поворотный левый Jinma без ГУР
6660,Уплотнение
1834,"ТЭН 214-7,8-7,4/1,5 Т220( на конфорку КЭП-0.12)"
177,"R195 Поршневой комплект A=32 мм (поршень, палец, кольца)"
3184,Гидравлический насос
3908,"Штуцер R410A FM1/4""SAExM1/2 AD78"
548,Фильтрующий элемент d38x89 мм (50 меш синий)
5024,"К.круг.с. 9,25 x 1,78 Viton"
1111,Корзина сцепления (2-х дисковое сцепл.)  Jinma 244 в сборе с ведущим диском сцепления
603,Шайба
2638,R190 Фильтрующий элемент воздушный
4317,Вилка 1 / задней передачи мотоблока
1293,Крышка
298,Шестерня коронная 24/48 зубов
53,Цилиндр гидравлический
4299,Палец поршневой TY295
7095,Муфта (42х35)мм переход. 2-х раструбная
3797,Палец Accord
5066,Стопорное кольцо
4008,Кольцо уплотнительное
598,Заглушка
6167,Колодка тормозная Jinma 244/DongFeng 244  (компл. 2 шт)
6890,Лемех (2003)
5942,Подшипник Morris
395,"Фильтр топливный грубой очистки, Отстойник Jinma для тракторов с 2018г."
3713,"Колпачок распылителя (гайка байонетная с резьбой NPT) (1/4"" NPT)"
3334,Кольцо уплотнительное
4983,Отвал передненавесной
6256,"Втулка стальная, точеная"
2569,ZS1100-ZS1115 Фильтр топливный
5030,Заглушка
4228,Фреон (хладон) R407 баллон 650гр
6915,Отвал бульдозерный механический к ХТЗ 150К
3890,"Фильтр 324-0 (прозрачный) линейный с резьбовым соединением G 1/2"" F-F (100 меш (зелёный) без клапана)"
964,Винт
3367,Шайба регулировочная
1259,Держатель
2789,Зубодержатель
6057,Винт
6852,Вилка переключения повышающей / понижающей передачи Т25 (2017)
4441,"Штуцер угловой для барашковой гайки (G 1 1/2"" - 38 мм)"
4083,Хомут для шланга 50-70/9 Accord
5445,Прокладка крышки клапанов 4DW91-45
5226,Гребенка FС-351
5880,Втулка клапана направляющая BM58G
2311,Кольцо
56,Подшипник NJ206 (42206Н)
544,XT504C Фонарь задний
5847,Тэн подогрева картера РТС 35W (саморегулируемый) для компрессоров MT (Z)
1044,Емкость 3000л
1944,Комплект прокладок коробки передач мотоблока
3312,Шайба
3388,Шланг гидравлический
1701,Держатель
6973,Коленвал (Коленчатый вал) 4L22BT
4979,Втулка
3981,Вставка пр. Kverneland
6986,"Тройник 1/4"" (6 мм)"
5871,Клиновой ремень SPZ 10x2030 Optibelt
6351,Ступица в сборе (5000 футов).
5415,"Прокладка для штуцеров с уплотнительными кольцами (G 2"")"
4670,Шестерня 20/43 зуб. Jinma
3414,"Наконечник поворотный резьба наружняя М18/М12, D-14 мм. левый"
5449,Зуб ротационной бороны пр. орг.
3007,Вал JF
6572,Доводчик заднего стекла Jinma Kab
1014,"Уголок 45  D3/8"" (10мм)2-раструбный"
6960,ZS1115 Поршень
5453,Труба K-Flex ST 6х22
1869,Втулка
5441,Фильтр всасывающий серии 316
7092,Муфта фрикционная W2100 K94/1
3974,Подшипник в сборе
181,Цепи противоскольжения 16/70-20
1718,Потенциометр
5600,"Труба медная (с) - штанга 88,90 мм х 2,00мм х 5м"
4139,Вилка 1 3/4&quot; 20 элемент W2580
1634,Подшипник
3359,Габарит с поворотом правый на кабину DongFeng 244
4092,Тройник D 15мм
5527,Фильтр металлический под распылитель (100 меш)
3306,"ZS1115 Поршневой комплект (поршень, палец, кольца поршневые, кольца стопорные)"
3127,Ступица
2162,Диск HD с конусом KUHN
2750,Палец 40*180
7128,Прокладка крышки клапанов BM58G
43,Стойка
4750,Шпилька
6338,Топливные трубки (комплект) WEICHAI WD10 612600082202
3992,Шайба
4648,SF138-2 Кольца поршневые
981,Распылитель TR 80 С (80-02)
6801,Нож зубчатый вращение вправо
3220,Поршневая группа SC9D220
5329,Пружина
5058,Форсунка в сборе КМ385BT/LL380BT
7197,Втулка шатуна DL190-12
269,Шайба прокладочная
1013,Винт M16X60 мм 10.9
2310,"Штифт d=10,0-57 мм"
3366,Муфта (54х35)мм переход. 2-х раструбная
3767,Уплотнительное кольцо
5895,Труба Т-Смарт C-18
5360,Двигатель дизельный КМ385BT - 37D
633,"Подшипник шариковый, радиальный"
6895,Кольцо уплотнительное
2803,"Опора выжимного подшипника (D=34/26) Уралец/Синтай JD295, TY295IT"
1851,Набор уплотнений
3851,Прокладка крышки головки блока цилиндров (клапанной крышки) S1100/S195
568,Скребок
483,Крышка дифференциала правая
408,Рычаг поворотный левый Синтай/Xingtai-224
214,Колодки тормозные КАМАЗ-53229 литые 
3098,Пресс-фит. DN10 M18 DKOL Male
5569,Цепи противоскольжения для минитрактора
6481,Шайба подкладная V2A M30
4813,Радиатор в сборе LW500F 800305592 (SC9D220G2B1)
597,Роликовая цепь
3975,Кронштейн
492,Гайка M12
619,Уплотнение резиновое
5305,"Гайка 56-18 для шкива, цинк"
1088,"R190 Поршневой комплект A=33 мм (поршень, палец, кольца)"
3571,Болт
6344,Узел подшипника
4038,Бак масла гидравлики (2 выхода)
6734,Амортизатор щитка для  почвофрезы 1GQN-180/220
1225,"Шестерня цилиндрическая (22 зуб, 8 шлицов) Почвофреза 1GQN 180"
6072,"R190-R195 Направляющие клапанов, 2 шт."
2834,Кольцо уплотнительное
7034,Дуга (пластина) пресс-подборщик YK0850/YK0870 (толщина =2 мм)
6615,"Вал карданный 8*8 шлицов, 730 мм, сечение-квадрат, б/к для фрезы 180/220 усиленный"
1016,Крышка ступицы
184,Коробка отбора мощности 131-4202010Б 
4672,Вилка включения вом Jinma 184-254
3222,Фильтр топливный
2894,"Фланец FBK96/4R L85,5 SN"
2702,Штанга TY290/TY295
2888,Шайба дозирующая пластиковая (05)
7192,Шланг гидравлический резиновый Megaflex 3/8&quot;
3963,Вал редуктора пресс-подборщика YK0850/ YK0870 (13/13 шлицов)
1465,Стекло дверное правое кабинное DF-244/304/354/404 (Простое)
5365,"Датчик давления масла Jinma, DongFeng-244 (дизель КМ385)"
5322,Замок зажигания с ключами DongFeng 244
5238,Диск
2960,R190-R195 Рычаг регулировки оборотов
2500,"Подшипник, конический"
2200,Уплотнение гидравлическое
3813,Подшипник шариковый для косилки
3377,Труба гидравлическая
956,Рукав гидравлический
1149,Гильза цилиндра
789,Муфта (64х42)мм переход. 2-х раструструбный
6669,Гайка
5932,Пресс-фитинг DN13 13/16 ORFS
327,Набор уплотнений
2645,Ступица в сборе D35x622 6/205
6609,Распылитель IDK 120 (120-02)
895,Шайба стопорная тонкая 1 мм. (Уралец/Xingtai-224)
1468,Сальник
5347,Гребенка FС-352
4636,Ремень клиновой NH
6849,Уплотнительное кольцо
4946,Труба K-Flex ST 6х35
5566,Ремень приводной B3000
4218,"Насос шестеренчатый НШ правый с клапаном HLCB-D06/08 (шлиц. привод, с площадкой)"
2275,Полуось 13/19 зуб - 755 мм
5917,"Болт М16х1.5х42 вала карданного ""КАМАЗ"" в сборе "
78,Роликовый подшипник
2691,"Штуцер прямой с наружной резьбой (G 1/2"" - 20 мм)"
1498,Блок фар правый DongFeng 244
4787,Вал под ножи для почвофрезы 1GQN-100
1173,Подшипник шариковый двухручьевой KUHN
2881,Подшипник
6495,"Лемеха для накладки, левый Unia корпус ZX, PO/01192"
3005,Прокладка ГБЦ DL190 (D=102 мм)
5582,R190 Трубка топливная высокого давления (форкамерная)
627,Патрубок радиатора верхний DLH - Штуцер-угольник резин. DLH
5120,"К.круг.с. 32,50x3,60 90 п/Шору"
5310,Крышка поддона картера JD (TY295IT)
5125,Клапан 10 (0479310)Nimco
2744,Шпагат сеновязальный джутовый ШД (Пенька) в бобинах по 3 кг (3-х ниточный) Ru
740,Топливопровод от бака топливного к фильтру DLH
1590,Камера 7.50&quot; - 16.00&quot;
2821,Сальник 75х100х10
484,Звездочка Habix 98 A красная 5-65
2653,Прокладка ГБЦ ZS1115
2368,Фильтр воздушный
254,Скоба П-образная (Стремянка) на колесо плуга
4778,Заслонка
2813,WF207 Фильтр системы охлаждения
5048,"Кольцо уплотнительное 66х3,55"
2706,Усиление
5409,"Лемеха для долота Unia, левый PO 0390"
3942,Прокладка КАМАЗ-ЕВРО металлорукава перфометалл  
1426,Датчик
4982,"Реле зарядки (3 провода, разъем)"
4783,Рукав гидравлический
3137,Распылитель ST 110 (110-05)
4035,Топливный фильтр WELIDA CX0710 VF-3710M
7055,Ремень
2256,"Ступица в сборе на прицеп 1,0 т"
5988,Втулка клапана направляющая ZHAZG1/ZH4100
3494,Шестерня заднего хода Jinma 164
5206,"Труба медная (с) - штанга 35,00мм х 1,0мм х 5м"
295,Поршень в сборе
4359,ZS1115 Втулка шатуна
6427,Пресс-фитинг DN10 3/8 BSP 90°
2496,Шланг гидравлический
1027,Сошник 420x100x12 мм
6718,Колпачки маслосъемные (комплект) YCD4R11G-68
779,Фильтр топливный
3960,Комплект подвесок КСП 05.100А к КСП 05.000А
5421,Стержень
4021,Клапан
1252,"Вилы сельскохозяйственные универсальные (с пиками, с прижимом)"
2523,Ось коромысел в сборе YN38
2363,Звездочка
3738,Топливные трубки (комплект) YN38
3475,Клапан 2/2 патрон NO 40 л/мин
2855,Хомут
1356,Болт M16 x 90
5981,Роликовый штифт
3168,"Фильтр топливный СХ0706 Jinma 244, Foton 244, Русич 244, DF 244 (КМ385BT; LL380BT; YD385T)"
3866,Вкладыши упорные YTO
4972,Втулка
3879,Тяга навески (Кронштейн крепления к Почвофрезе 1GQN-120/140/160) (компл. 2 шт.)
5947,Фильтр грубой очистки масла 3М78
4335,Скоба
4131,Коленвал YCD4R11G-68
5247,"Г-образные ключи шестигранные 18,0 мм"
1223,Звездочка 16 зубьев пресс-подборщик YK0850/YK0870 (Диаметр под фланец 90 мм.)
5661,Камера 11.20&quot; - 24.00&quot;
7079,Поршневая группа SC11D/C6121 C05AL-05AL502+A
360,"Фитинг корпуса распылителя (Arag) (426619 1""-19)"
6770,Винт M6x20 A2
3670,Насос гидравлический CBG2063
7127,Рычаг подъемный шпоночный наружный Уралец
4327,Ремкомплект гидроцилиндра 100/55
6446,Гарнитура крестовидная T80
4582,Топливный фильтр CX 0711 WELIDA
3789,Первичный вал (3-х ступенчатая коробка передач) Jinma (L= 433мм)
6374,Поршневая группа 4RMAZG (RZ105)
1520,Зубчатое колесо редуктора
5296,Штифт 1360/SPECIAL PIN 1360
2121,Пружина 6 витков (зуб пружинный) d = 6мм пресс-подборщик YK0850/YK0870
618,Шайба
2212,Штуцер прямой под вилочное соединение F (T3 - 20мм)
2287,Комплект уплотнений
6080,Палец
5467,Шина
6964,Вал горизонтальный рулевого механизма DongFeng 244
4031,Фильтр
4995,"ТЭН 182-9-8,5/1,6 Т230 (плита ЭП Чувашторгтехника)"
5251,Вальцовка СТ-806 AM-L
7012,Комплект уплотнений
3011,Гидравл. шланг 5x140 - 7/8-14
3233,Фиттинг
2296,Шайба
5300,Гидроцилиндр редуктора подъемного навесного оборудования
3130,Нож
2839,Кольцо гильзы цилиндров уплотнительное ZN390
3861,Суппорт тормозной (малый)
2555,Штифт
6273,Гидробак (Гидравлический бак)  в сборе Уралец (с гидрораспределителем)
2109,Болт срезной M20X100 DIN931-8.9
2672,Болт М8х35
5884,Уплотнение
6937,Поршневая группа YN38
695,"Турбина J80S TD226B-6G/WP6G, 13032478/13030164"
6789,R190 Венец маховика Z=120
535,Крышка головки блока цилиндров ГБЦ (клапанная крышка) S195
3683,Ремкомплект
5680,"Уплотнительное кольцо  72,69X2"
5043,Ремень
5491,"Кольцо уплотнительное 25х2,65"
3889,"Шплинт KUHN, шт"
6962,"Двигатель вентилятора в сборе (Вентилятор) YWF 6D-450 380V (вращения 920 об) , 4000 м3\час"
7125,Вал
1213,Суппорт
62,Шестерня левой полуоси (14 зубьев) Уралец/Синтай
1427,Фильтр всасывающий 314 с резьбовым соединением (50 меш (синий) с клапаном)
6555,Болт M20x160 (г. KK015830)
4204,Фреон (хладон) R410а (11.3 кг) нов
6454,Звездочка Z=14 редуктора подъемного навесного оборудования
3820,Крышка подшипника (балка передняя) (Крышка ступицы Ур180/220) (Раздвижная колея)
6813,Р/К фланцевых колец гидрораспределителя Р-80
5770,Комплект сальников 8шт.
2861,"Сателлит 11 зубьев Уралец/Синтай/Xingtai 160, 180, 220"
573,Фильтр масляный Donaldson
5881,Кольцо стопорное пальца поршня
6198,"Подшипник 6310, коленвала R180"
325,Шестерня солнечная 13/18 зубов
2913,"Ключ имбусовый шестигранный GRENE, 7 мм"
4845,Барабан тормозной Jinma
5007,"Коленвал (Коленчатый вал) S195, S1100"
303,Прессовая втулка HST-DN20
1229,Вилка 1.3/8-21spl
49,Заглушка
5548,ZS1100 Втулка шатуна
2829,"Вкладыши коренные KM385 – комплект на дизель (0,25)"
780,ТНВД на двигатель YCD4J22T-115
2342,Шатун в сборе 4L22BT
6044,"Шестерня коническая ведущая заднего моста (10 зубьев) Уралец/Синтай 180, 220"
6129,Прокладка крышки клапанов YTO
4688,Штуцер угловой под вилочное соединение F (T9 - 75 мм)
5118,R195 Фильтрующий элемент воздушный
3267,Прокладка задней крышки ГБЦ TY290/295
6348,Коробка отбора мощности МКС-4032.30.120 
1442,Фильтр кабины
3144,Роторное лезвие пр.
1117,Фильтр масляный JX0818 Weichai Deutz TD226/WP6 01174421/61000070005A
5301,Тройник D 18мм
6414,Контргайка M16
4529,Сапун
1623,Переходник 3/4 JIC x 3/4 BSP
4625,Сальник 45X60X7
6035,Фильтр масляный JX0810Y (М24х2)
5439,Распылитель IDK 120 C (120-02 C)
4676,Шланг гидравлический
1024,"Насос шестеренчатый НШ правый CBN-Е314R (плоский привод под отвертку, выходы под углом 90°)"
4771,Опора выжимного подшипника D=33/26
720,Подшипник 46109E (7009ACDE)
1339,"Гайка 3/8"""
4054,Зуб
6514,Клапан
5648,Шестерня промежуточная Z.27
6678,Кольцо резинометаллическое М16
385,Кольцо
918,Ремкомплект суппорта XCMG
7235,Диск бороны гладкий
2780,Винт M8x80
1668,AP1000476 Ремень клиновой Optibelt Agro
4350,Муфта (89х64)мм переход. 2-х раструбная
2815,Ремень 500x20x2.1
3687,Диск щеточный
4602,Тарелка пружины пресс-подборщика YK0850/YK0870
4574,"ТЭН 444-3,5-6,5/9,0 Р230 ВЗ (для котлов КПЭМ)"
5528,Вал W2600
6004,Вкладыши шатунные YTO
7195,"Датчик PTC 1,5 (1000Ом при 25 град.С)"
4915,Компрессор воздушный на двигатель YCD4J22T-115
5663,Стакан подшипника 6005-2RS пресс-подборщик YK0850/YK0870
5697,Радиатор масляный
3505,"Тройник 3/4"" (19мм.)"
5105,ZS1100-ZS1115 Трубка топливная (насос - фильтр)
3460,Лемех левый GG-51P
2735,Ось
440,Блок предохранителей (без крышки) Уралец 160
2239,Шестерня (43/20 зубьев) 3-х ступнчатая коробка передач Jinma
3689,"Шайба стальная  8,5-30-3"
584,Прокладка крышки центрального вала Уралец/Синтай
5654,Болт шестигранный 1/2&quot;
4438,Штифт 6х28
5009,"Фильтр 322-4 напорный с резьбовым соединением G 1"" M-M (100 меш (зелёный) без клапана)"
6424,Корпус редуктора почвофрезы средний 1GQN-160
4706,Штифт стальной без резьбы
907,"Штуцер прямой для барашковой гайки (G 2"" - 40 мм)"
4660,Контроллер EVK211P3VXBS
6243,"Плунжерная пара J285 BT 7,5 мм"
5708,Кольцо упорное A40 D 7993
3121,Пружина
958,R190 Головка цилиндра в сборе (форкамерная)
2027,Фильтр топливный Fleetguard
6934,ТНВД WEICHAI WD10 612601080376/612601080880
3590,Палец
937,Прокладка под коллектор YN38
999,Шайба регулировочная
566,Фильтр топливный Donaldson
6497,Шкив коленвала YCD4G22T-115
4120,"Манометр глицериновый (6 бар, 1/4"")"
6361,Вентиль проколка СH(FC)-337
4316,Шплинт 12X50
4103,Гайка
6490,Комплект уплотнений
2182,Теплообменник Weichai Deutz TD226/WP6 13039785
6133,Палец 50*185
5987,Звездочка
4865,Уплотнение
6715,Пружина
5925,Шестерня вала повышающей / понижающей передачи Z=15/Z=26
1740,Реле РКТ-6
2754,Кожух
2032,"Шайба 13,0x35x8"
1916,Гайка
1645,Крыльчатка 154-28 мм (всасывающая)
444,Втулка
1964,Звено цепи
1077,Вилы для леса с прижимом
4274,Втулка
4474,Втулка подъемного вала (гидробака) Jinma
5918,Вал заднего хода (3-х ступенчатая коробка передач) Jinma
1734,Шайба прорезиненная внутренний диаметр 18
